Date,DJIA,S&P500,NASDAQ,DAX,FTSE100,HSI,KOSPI,NIFTY50
1993-06-03,3544.8701170000004,452.48999000000003,706.219971,,,,,
1993-06-04,3545.139893,450.05999800000006,702.01001,1638.469971,2829.899902,7157.5,,
1993-06-07,3532.1298829999996,447.69000199999994,694.6099849999999,1660.880005,2844.800049,7124.700195,,
1993-06-08,3510.540039,444.709991,687.73999,1662.280029,2844.399902,7259.700195,,
1993-06-09,3511.929932,445.77999900000003,689.23999,1679.689941,2866.899902,7339.100098000001,,
1993-06-10,3491.719971,445.380005,688.049988,,2860.0,7260.600098000001,,
1993-06-11,3505.01001,447.26000999999997,693.1900019999999,1685.8499760000002,2861.800049,7266.700195,,
1993-06-14,3514.6899409999996,447.709991,696.409973,1686.439941,2885.5,,,
1993-06-15,3492.0,446.26998899999995,697.340027,1684.569946,2870.0,7283.5,,
1993-06-16,3511.649902,447.42999299999997,696.25,1689.930054,2883.0,7304.799805,,
